Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,HSN Code,Secondary Name,Supplier Name,Supplier Part No.,Supplier Price,Quantity,Details,Product Details
BELT (AVX 10ÿ 1500 ) SPZ,2126601-KIR,code128,,Default Category,nos1,nos1,nos1, 172.71 ,295,5,18%,Exclusive,no_image.png,,,,,,,,,40101110,,,,,0,,
LUB OIL PRESSURE SENDOR 0.75 +/-ÿ 0.15,2127904-KIR,code128,,Default Category,nos1,nos1,nos1," 1,039.19 ",1775,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
D-TRANSMISSION ASSLY 605DI FCM,231.00292.0600,code128,,Default Category,nos1,nos1,nos1," 1,42,385.22 ",224317,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
FEED PUMP PIN,2443120022079-M,code128,,Default Category,nos1,nos1,nos1, 93.09 ,159,5,18%,Exclusive,no_image.png,,,,,,,,,84139190,,,,,0,,
FEED PUMP PLUNGER,2449998713079-M,code128,,Default Category,nos1,nos1,nos1, 32.85 ,53,5,18%,Exclusive,no_image.png,,,,,,,,,84139190,,,,,0,,
NOZZLE LEAK OFF PIPE,250030-KIR,code128,,Default Category,nos1,nos1,nos1, 111.13 ,164,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
AIR CLEANER ELEMENT,254102-KIR,code128,,Default Category,nos1,nos1,nos1, 382.50 ,562,5,18%,Exclusive,no_image.png,,,,,,,,,84213920,,,,,0,,
BELT AX60 KOEL,254202000-KIR,code128,,Default Category,nos1,nos1,nos1, 221.13 ,382,5,18%,Exclusive,no_image.png,,,,,,,,,40101110,,,,,0,,
AIR CLEANER ELEMENT OF 02.542.10.0.00,254205-KIR,code128,,Default Category,nos1,nos1,nos1, 120.60 ,206,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
BELT ( SPZ) AVX10 X 1564,263701-KIR,code128,,Default Category,nos1,nos1,nos1, 173.88 ,297,5,18%,Exclusive,no_image.png,,,,,,,,,40101110,,,,,0,,
FUEL PUMP MOUNTED STOP SOLENOID(ENERGI,266310-KIR,code128,,Default Category,nos1,nos1,nos1," 1,226.63 ",2119,5,28%,Exclusive,no_image.png,,,,,,,,,87089900,,,,,0,,
